ts,host,url,hour,dns_ms,tcp_ms,tls_ms,server_ms,transfer_ms,total_ms,response_size,http_status,cache_state,conn_reuse,success,error_stage,error_type,source,cause
,media.example,https://media.example/,11,0.0,0.0,0.0,97.28,309.528,406.808,3110515,200.0,warm,1,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,16,29.021,139.003,213.923,76.121,13.241,471.31,128600,200.0,cold,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,4,13.758,50.697,143.587,75.786,378.16,661.988,3231344,200.0,cold,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,13,0.0,0.0,0.0,2424.093,110.233,2534.326,756447,200.0,warm,1,1,,,synthetic,HTTP_PROBLEM
,cdn-near.example,https://cdn-near.example/,6,0.0,0.0,0.0,179.338,8.343,187.68,101983,200.0,warm,1,1,,,synthetic,HTTP_PROBLEM
,shop.example,https://shop.example/,6,0.0,71.279,83.0,219.439,96.723,470.441,1104460,200.0,warm,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,1,13.711,22.798,92.151,263.409,52.02,444.089,530892,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,12,36.519,888.919,156.967,82.179,42.024,1206.608,255529,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM
,cdn-near.example,https://cdn-near.example/,23,9.941,44.05,65.779,50.249,23.696,193.715,101296,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM
,cdn-far.example,https://cdn-far.example/,11,382.21,76.436,187.003,64.668,5.941,716.257,97449,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,legacy.example,https://legacy.example/,13,582.274,44.045,51.848,224.419,29.424,932.01,295387,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,api.example,https://api.example/,1,246.905,23.498,33.154,73.834,4.759,382.151,49718,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,cdn-near.example,https://cdn-near.example/,0,14.536,0.0,0.0,47.535,8.64,70.711,37769,200.0,cold,1,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,22,18.929,11.924,69.875,56.15,11.834,168.711,115036,200.0,cold,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,18,0.0,161.265,78.809,124.821,89.204,454.099,519740,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,api.example,https://api.example/,13,9.526,10.023,232.286,96.311,1.641,349.786,11798,200.0,cold,0,1,,,synthetic,TLS_PROBLEM
,media.example,https://media.example/,1,11.367,30.024,181.979,62.136,121.462,406.967,1142371,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,22,0.0,229.585,318.77,121.618,27.649,697.622,193580,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,6,17.356,9.769,65.627,37.334,9.884,139.971,98700,200.0,cold,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,16,0.0,60.409,198.629,61.578,113.373,433.989,1026856,200.0,warm,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,8,29.057,0.0,0.0,1181.189,0.157,1210.403,1865,500.0,cold,1,0,HTTP,,synthetic,HTTP_PROBLEM
,cdn-far.example,https://cdn-far.example/,0,36.241,0.0,0.0,387.848,8.473,432.563,84871,200.0,cold,1,1,,,synthetic,HTTP_PROBLEM
,media.example,https://media.example/,21,16.682,0.0,0.0,138.562,418.342,573.586,2430041,200.0,cold,1,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,19,0.0,73.677,92.211,51.263,63.87,281.02,136809,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,cdn-far.example,https://cdn-far.example/,3,0.0,80.721,922.803,119.559,18.374,1141.457,288753,200.0,warm,0,1,,,synthetic,TLS_PROBLEM
,api.example,https://api.example/,13,0.0,18.752,41.525,120.596,2.614,183.488,19777,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,11,0.0,0.0,0.0,60.43,24.585,85.016,203598,200.0,warm,1,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,15,0.0,0.0,0.0,63.129,28.671,91.8,172750,200.0,warm,1,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,4,0.0,57.203,76.994,250.856,71.59,456.643,539788,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,16,355.088,9.897,138.194,37.18,32.227,572.587,269683,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,legacy.example,https://legacy.example/,12,93.906,344.933,40.791,317.955,19.375,816.959,233304,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM
,shop.example,https://shop.example/,9,11.104,28.094,167.6,263.294,101.21,571.302,466738,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,11,0.0,0.0,0.0,1556.377,12.225,1568.602,135767,200.0,warm,1,1,,,synthetic,HTTP_PROBLEM
,cdn-near.example,https://cdn-near.example/,12,123.638,5.117,17.932,33.344,9.12,189.151,76147,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,media.example,https://media.example/,5,195.215,31.793,139.559,51.002,82.073,499.642,1065708,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,legacy.example,https://legacy.example/,9,340.229,361.641,126.86,434.484,21.845,1285.059,231068,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,legacy.example,https://legacy.example/,22,115.585,66.254,219.798,528.597,26.504,956.738,307342,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,cdn-far.example,https://cdn-far.example/,15,27.946,85.047,413.349,49.456,29.281,605.079,193748,200.0,cold,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,7,0.0,0.0,0.0,121.111,23.953,145.064,312743,200.0,warm,1,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,1,27.042,64.755,207.952,1043.556,0.267,1343.572,2232,500.0,cold,0,0,HTTP,,synthetic,HTTP_PROBLEM
,shop.example,https://shop.example/,16,0.0,6521.901,0.0,0.0,0.0,6521.901,0,,warm,0,0,CONNECT,,synthetic,CONNECT_PROBLEM
,media.example,https://media.example/,21,3789.367,0.0,0.0,0.0,0.0,3789.367,0,,cold,0,0,DNS,,synthetic,DNS_PROBLEM
,api.example,https://api.example/,9,0.0,0.0,0.0,268.321,5.757,274.078,27225,200.0,warm,1,1,,,synthetic,HTTP_PROBLEM
,media.example,https://media.example/,6,0.0,60.382,159.32,149.591,222.081,591.374,1480964,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,6,0.0,71.879,2998.834,0.0,0.0,3070.713,0,,warm,0,0,TLS,,synthetic,TLS_PROBLEM
,cdn-near.example,https://cdn-near.example/,8,14.677,7.896,36.601,89.502,18.006,166.681,117696,200.0,cold,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,6,0.0,104.186,169.534,355.52,14.231,643.472,167877,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,9,0.0,107.535,383.732,587.591,11.085,1089.944,82889,200.0,warm,0,1,,,synthetic,HTTP_PROBLEM
,legacy.example,https://legacy.example/,11,0.0,59.043,2177.121,376.228,24.141,2636.534,246663,200.0,warm,0,1,,,synthetic,TLS_PROBLEM
,legacy.example,https://legacy.example/,18,56.604,0.0,0.0,438.375,36.131,531.11,360697,200.0,cold,1,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,15,27.251,0.0,0.0,171.263,79.9,278.414,753671,200.0,cold,1,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,12,20.863,1175.954,303.862,75.145,25.099,1600.923,117575,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM
,media.example,https://media.example/,22,14.6,0.0,0.0,183.582,618.284,816.466,4238564,200.0,cold,1,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,14,0.0,326.305,97.195,725.309,43.187,1191.996,196769,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,legacy.example,https://legacy.example/,21,46.47,65.628,181.398,268.758,42.308,604.562,211922,200.0,cold,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,22,27.888,689.888,256.93,507.68,36.734,1519.12,154698,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM
,cdn-far.example,https://cdn-far.example/,19,0.0,133.768,262.54,93.918,34.125,524.352,191987,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,9,0.0,0.0,0.0,1084.939,0.27,1085.209,1434,503.0,warm,1,0,HTTP,,synthetic,HTTP_PROBLEM
,media.example,https://media.example/,4,10.973,31.438,85.494,866.597,0.225,994.727,2222,500.0,cold,0,0,HTTP,,synthetic,HTTP_PROBLEM
,api.example,https://api.example/,15,0.0,10.828,56.343,150.659,3.311,221.141,22949,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,8,12.719,0.0,0.0,121.566,22.151,156.435,101567,200.0,cold,1,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,4,10.007,6.364,24.515,23.141,5.299,69.326,68557,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,10,12.198,0.0,0.0,382.377,11.67,406.245,81920,200.0,cold,1,1,,,synthetic,HTTP_PROBLEM
,cdn-near.example,https://cdn-near.example/,2,0.0,8.779,33.826,884.063,0.087,926.756,1422,502.0,warm,0,0,HTTP,,synthetic,HTTP_PROBLEM
,cdn-far.example,https://cdn-far.example/,6,15.391,88.435,183.557,407.621,24.79,719.794,329011,200.0,cold,0,1,,,synthetic,HTTP_PROBLEM
,cdn-far.example,https://cdn-far.example/,21,0.0,144.068,2785.148,112.498,25.331,3067.045,182592,200.0,warm,0,1,,,synthetic,TLS_PROBLEM
,legacy.example,https://legacy.example/,6,0.0,55.741,157.514,261.94,27.489,502.684,245671,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,6,0.0,9.135,30.039,61.439,6.946,107.56,71163,200.0,warm,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,9,5883.877,0.0,0.0,0.0,0.0,5883.877,0,,cold,0,0,DNS,,synthetic,DNS_PROBLEM
,media.example,https://media.example/,23,0.0,0.0,0.0,93.399,215.154,308.553,1444531,200.0,warm,1,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,3,0.0,7.142,23.951,67.827,6.181,105.102,61364,200.0,warm,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,0,20.926,73.027,53.765,49.869,95.292,292.878,1461229,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,17,16.454,8.265,25.0,28.474,5.703,83.894,87867,200.0,cold,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,20,42.678,122.824,1786.203,0.0,0.0,1951.705,0,,cold,0,0,TLS,,synthetic,TLS_PROBLEM
,shop.example,https://shop.example/,12,0.0,15.525,89.406,221.972,168.344,495.247,1517731,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,9,0.0,119.237,423.15,121.407,21.862,685.655,124430,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,1,14.148,7.802,22.162,62.135,9.39,115.637,121247,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,11,0.0,54.653,33.65,37.303,8.042,133.648,60966,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,shop.example,https://shop.example/,0,16.228,0.0,0.0,85.839,29.148,131.215,547671,200.0,cold,1,1,,,synthetic,NORMAL
,media.example,https://media.example/,13,26.333,27.342,93.16,92.016,275.211,514.063,2904909,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,3,19.265,8.192,32.138,50.087,13.251,122.933,87891,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,4,0.0,4.958,29.386,342.758,8.322,385.423,86829,200.0,warm,0,1,,,synthetic,HTTP_PROBLEM
,cdn-near.example,https://cdn-near.example/,13,16.066,8.926,45.38,48.209,32.778,151.359,296940,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,7,0.0,113.41,60.074,62.17,11.889,247.543,107533,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,12,20.522,7.605,35.311,1587.035,9.499,1659.971,67590,200.0,cold,0,1,,,synthetic,HTTP_PROBLEM
,api.example,https://api.example/,14,0.0,177.771,23.708,84.994,3.651,290.124,30651,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,cdn-near.example,https://cdn-near.example/,13,11.474,21.527,16.452,53.302,18.729,121.484,116767,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM
,cdn-near.example,https://cdn-near.example/,21,13.021,10.72,44.258,68.866,7.789,144.653,58869,200.0,cold,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,2,17.267,0.0,0.0,148.85,69.235,235.353,1061648,200.0,cold,1,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,7,0.0,0.0,0.0,88.151,13.394,101.545,91685,200.0,warm,1,1,,,synthetic,NORMAL
,api.example,https://api.example/,21,23.579,45.52,117.067,118.713,7.169,312.048,23725,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,18,3674.041,0.0,0.0,0.0,0.0,3674.041,0,,cold,0,0,DNS,,synthetic,DNS_PROBLEM
,cdn-far.example,https://cdn-far.example/,11,0.0,160.32,185.899,88.255,9.495,443.969,97187,200.0,warm,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,9,201.985,68.394,74.178,126.012,269.246,739.815,1583815,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,legacy.example,https://legacy.example/,4,60.309,0.0,0.0,1959.845,16.008,2036.162,177713,200.0,cold,1,1,,,synthetic,HTTP_PROBLEM
,legacy.example,https://legacy.example/,0,41.722,27.463,50.919,129.91,27.723,277.736,300406,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,18,17.596,46.882,326.745,48.571,6.832,446.628,67839,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,2,17.656,0.0,0.0,49.504,9.095,76.254,60000,200.0,cold,1,1,,,synthetic,NORMAL
,media.example,https://media.example/,2,21.864,49.581,194.122,98.596,283.781,647.943,2129880,200.0,cold,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,23,4027.187,0.0,0.0,0.0,0.0,4027.187,0,,cold,0,0,DNS,,synthetic,DNS_PROBLEM
,cdn-far.example,https://cdn-far.example/,15,15.914,53.882,373.358,58.56,16.595,518.309,112236,200.0,cold,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,8,50.37,57.265,1995.624,306.144,33.893,2443.296,185528,200.0,cold,0,1,,,synthetic,TLS_PROBLEM
,shop.example,https://shop.example/,13,26.514,51.222,110.681,104.793,13.69,306.899,273486,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,21,5.483,0.0,0.0,48.582,23.568,77.633,148105,200.0,cold,1,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,7,19.794,33.89,69.243,151.802,27.729,302.458,343568,200.0,cold,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,9,16.236,339.009,114.812,61.985,361.147,893.189,2305941,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM
,cdn-near.example,https://cdn-near.example/,18,5429.301,0.0,0.0,0.0,0.0,5429.301,0,,cold,0,0,DNS,,synthetic,DNS_PROBLEM
,legacy.example,https://legacy.example/,19,71.597,78.324,221.257,486.3,42.437,899.915,512617,200.0,cold,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,23,0.0,59.525,297.994,232.023,81.358,670.9,494316,200.0,warm,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,1,0.0,29.852,1949.252,0.0,0.0,1979.104,0,,warm,0,0,TLS,,synthetic,TLS_PROBLEM
,cdn-far.example,https://cdn-far.example/,18,41.178,63.012,223.056,98.197,19.72,445.163,297289,200.0,cold,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,10,0.0,42.166,192.214,97.865,756.09,1088.334,5161292,200.0,warm,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,19,617.803,61.656,293.53,778.186,112.126,1863.301,356229,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,cdn-near.example,https://cdn-near.example/,1,11.983,0.0,0.0,32.723,8.999,53.705,74326,200.0,cold,1,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,13,0.0,222.359,179.027,60.706,8.395,470.488,125146,200.0,warm,0,1,,,synthetic,NORMAL
,api.example,https://api.example/,9,12.361,0.0,0.0,206.39,12.593,231.344,61076,200.0,cold,1,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,19,164.739,255.827,1091.711,104.472,49.851,1666.599,130012,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,api.example,https://api.example/,19,8.359,143.929,136.496,186.319,5.004,480.107,18745,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM
,shop.example,https://shop.example/,23,15.085,95.645,191.937,377.848,103.517,784.031,548192,200.0,cold,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,8,47.78,86.696,2396.905,221.382,62.795,2815.557,507867,200.0,cold,0,1,,,synthetic,TLS_PROBLEM
,api.example,https://api.example/,1,12.891,18.356,69.427,86.953,2.611,190.237,27668,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,12,0.0,231.251,583.484,767.727,0.236,1582.698,1472,502.0,warm,0,0,HTTP,,synthetic,HTTP_PROBLEM
,cdn-near.example,https://cdn-near.example/,12,8.473,8.714,41.357,82.67,6.578,147.792,50778,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,4,23.163,90.22,291.192,54.261,19.069,477.905,235947,200.0,cold,0,1,,,synthetic,NORMAL
,api.example,https://api.example/,10,0.0,0.0,0.0,116.508,2.645,119.153,38428,200.0,warm,1,1,,,synthetic,NORMAL
,media.example,https://media.example/,22,0.0,62.186,107.503,92.387,668.266,930.342,2466765,200.0,warm,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,2,0.0,47.683,85.262,329.109,27.02,489.074,218131,200.0,warm,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,16,37.539,0.0,0.0,423.885,11.863,473.288,141838,200.0,cold,1,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,6,0.0,7.441,33.969,36.565,5.33,83.305,59813,200.0,warm,0,1,,,synthetic,NORMAL
,api.example,https://api.example/,2,0.0,179.159,74.879,132.211,3.056,389.306,13733,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,api.example,https://api.example/,15,13.09,12.352,344.196,104.114,5.973,479.725,36491,200.0,cold,0,1,,,synthetic,TLS_PROBLEM
,media.example,https://media.example/,2,0.0,33.564,3572.575,0.0,0.0,3606.139,0,,warm,0,0,TLS,,synthetic,TLS_PROBLEM
,legacy.example,https://legacy.example/,21,0.0,129.086,387.306,640.038,0.598,1157.029,1722,502.0,warm,0,0,HTTP,,synthetic,HTTP_PROBLEM
,shop.example,https://shop.example/,4,18.091,34.581,63.148,1389.004,27.043,1531.867,243613,200.0,cold,0,1,,,synthetic,HTTP_PROBLEM
,media.example,https://media.example/,9,16.565,91.574,160.885,126.967,431.939,827.93,3096974,200.0,cold,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,6,14.164,0.0,0.0,267.028,36.636,317.828,543668,200.0,cold,1,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,13,0.0,21.084,85.034,163.202,37.422,306.741,349923,200.0,warm,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,0,44.441,47.398,178.128,479.735,33.645,783.347,208593,200.0,cold,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,8,93.391,63.069,184.565,504.155,79.948,925.128,650874,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,cdn-far.example,https://cdn-far.example/,10,0.0,80.663,229.235,78.839,8.403,397.14,85739,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,21,0.0,1229.315,201.19,114.081,49.505,1594.091,178036,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,legacy.example,https://legacy.example/,9,0.0,122.281,147.681,364.925,56.107,690.993,368453,200.0,warm,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,7,169.66,57.915,76.381,411.057,46.437,761.45,410675,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,cdn-far.example,https://cdn-far.example/,6,0.0,581.596,176.789,70.71,11.949,841.045,109741,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,legacy.example,https://legacy.example/,19,0.0,1267.239,114.102,170.424,92.344,1644.108,461315,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,legacy.example,https://legacy.example/,10,0.0,0.0,0.0,274.526,22.557,297.083,309612,200.0,warm,1,1,,,synthetic,NORMAL
,media.example,https://media.example/,23,18.439,64.772,259.16,293.114,324.12,959.604,886148,200.0,cold,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,12,0.0,0.0,0.0,342.875,31.102,373.977,264244,200.0,warm,1,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,19,0.0,263.937,531.276,166.798,50.269,1012.28,126512,200.0,warm,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,14,0.0,43.676,1634.073,308.489,54.115,2040.353,471239,200.0,warm,0,1,,,synthetic,TLS_PROBLEM
,shop.example,https://shop.example/,22,35.514,227.713,179.306,219.649,127.338,789.52,526311,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM
,cdn-near.example,https://cdn-near.example/,19,7.872,18.944,308.085,28.847,22.347,386.095,120851,200.0,cold,0,1,,,synthetic,TLS_PROBLEM
,api.example,https://api.example/,3,22.267,35.588,119.568,188.718,3.65,369.791,27296,200.0,cold,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,13,23.465,0.0,0.0,104.437,484.093,611.995,3171526,200.0,cold,1,1,,,synthetic,NORMAL
,media.example,https://media.example/,21,11.612,54.264,162.906,131.775,155.545,516.102,793391,200.0,cold,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,21,15.4,51.414,117.782,1904.423,244.399,2333.417,899240,200.0,cold,0,1,,,synthetic,HTTP_PROBLEM
,cdn-far.example,https://cdn-far.example/,9,35.306,965.187,386.733,164.495,78.486,1630.208,218815,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM
,cdn-near.example,https://cdn-near.example/,0,0.0,7.862,22.147,16.754,6.111,52.875,69423,200.0,warm,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,3,0.0,41.161,1135.957,383.743,103.733,1664.594,1264575,200.0,warm,0,1,,,synthetic,TLS_PROBLEM
,legacy.example,https://legacy.example/,21,0.0,56.727,135.3,6038.425,80.235,6310.687,582779,200.0,warm,0,1,,,synthetic,HTTP_PROBLEM
,media.example,https://media.example/,22,13.183,55.166,150.144,102.377,357.064,677.935,2427544,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,14,11.227,0.0,0.0,50.079,13.549,74.855,118910,200.0,cold,1,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,17,0.0,55.022,203.959,50.382,17.49,326.853,246295,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,12,13.827,7.636,41.291,58.47,25.102,146.327,142994,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,5,0.0,38.595,26.307,28.799,47.189,140.889,235120,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,legacy.example,https://legacy.example/,1,4862.201,0.0,0.0,0.0,0.0,4862.201,0,,cold,0,0,DNS,,synthetic,DNS_PROBLEM
,cdn-near.example,https://cdn-near.example/,8,0.0,36.642,103.062,113.541,18.486,271.731,64674,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,5,0.0,74.233,232.661,380.666,4.364,691.924,47081,200.0,warm,0,1,,,synthetic,HTTP_PROBLEM
,shop.example,https://shop.example/,20,0.0,575.649,149.472,317.072,291.5,1333.692,983051,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,api.example,https://api.example/,1,0.0,110.814,65.965,101.404,1.485,279.667,11483,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,cdn-far.example,https://cdn-far.example/,4,0.0,121.011,2485.035,0.0,0.0,2606.046,0,,warm,0,0,TLS,,synthetic,TLS_PROBLEM
,cdn-near.example,https://cdn-near.example/,14,0.0,7.513,37.747,54.999,11.424,111.683,99254,200.0,warm,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,19,20.073,147.222,122.246,2575.594,84.262,2949.397,345598,200.0,cold,0,1,,,synthetic,HTTP_PROBLEM
,media.example,https://media.example/,6,0.0,74.765,224.886,642.0,0.42,942.071,2170,503.0,warm,0,0,HTTP,,synthetic,HTTP_PROBLEM
,media.example,https://media.example/,1,0.0,50.281,1006.197,110.73,228.367,1395.575,1473260,200.0,warm,0,1,,,synthetic,TLS_PROBLEM
,shop.example,https://shop.example/,10,22.748,23.304,103.011,207.807,63.036,419.905,452889,200.0,cold,0,1,,,synthetic,NORMAL
,api.example,https://api.example/,20,20.712,41.148,51.392,2044.44,4.651,2162.343,27350,200.0,cold,0,1,,,synthetic,HTTP_PROBLEM
,media.example,https://media.example/,19,10.625,114.1,225.994,124.913,680.316,1155.949,2111553,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,22,28.407,206.73,438.078,107.105,24.309,804.629,130550,200.0,cold,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,20,23.379,45.662,103.651,400.847,93.089,666.628,611773,200.0,cold,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,8,7229.445,0.0,0.0,0.0,0.0,7229.445,0,,cold,0,0,DNS,,synthetic,DNS_PROBLEM
,cdn-near.example,https://cdn-near.example/,12,9.459,6.32,43.237,26.38,8.389,93.786,41835,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,19,0.0,5570.19,352.713,85.851,118.455,6127.208,266721,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,cdn-far.example,https://cdn-far.example/,23,0.0,192.982,1931.645,133.571,27.91,2286.108,103695,200.0,warm,0,1,,,synthetic,TLS_PROBLEM
,cdn-near.example,https://cdn-near.example/,8,11.275,8.545,56.106,721.362,11.171,808.459,101216,200.0,cold,0,1,,,synthetic,HTTP_PROBLEM
,shop.example,https://shop.example/,7,17.035,31.563,224.813,1598.54,104.136,1976.087,617576,200.0,cold,0,1,,,synthetic,HTTP_PROBLEM
,cdn-near.example,https://cdn-near.example/,9,10.479,11.488,37.886,649.042,0.783,709.678,2286,503.0,cold,0,0,HTTP,,synthetic,HTTP_PROBLEM
,cdn-far.example,https://cdn-far.example/,10,0.0,79.909,111.777,586.442,0.128,778.257,1569,503.0,warm,0,0,HTTP,,synthetic,HTTP_PROBLEM
,legacy.example,https://legacy.example/,9,31.065,201.603,596.243,699.717,67.577,1596.204,244471,200.0,cold,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,15,0.0,40.804,36.239,96.706,73.815,247.563,668747,200.0,warm,0,1,,,synthetic,NORMAL
