ts,host,url,hour,dns_ms,tcp_ms,tls_ms,server_ms,transfer_ms,total_ms,response_size,http_status,cache_state,conn_reuse,success,error_stage,error_type,source,cause,dns_share,tcp_share,tls_share,server_share,transfer_share,log_total,log_size,is_peak_hour,cache_warm,handshake_ms,tls_over_tcp,label,label_source
2026-09-05T22:13:57,127.0.0.1,http://127.0.0.1:59999/,22,0.099,0.0,0.0,0.0,0.0,2010.223,0,,cold,0,0,CONNECT,TimeoutError,local_fault,,4.9248267480772035e-05,0.0,0.0,0.0,0.0,7.606498273729224,0.0,1,0,0.0,0.0,CONNECT_PROBLEM,weak_rule
2026-09-05T22:13:59,invalid-dns-local-test.invalid,http://invalid-dns-local-test.invalid:3000/,22,0.0,0.0,0.0,0.0,0.0,12038.92,0,,cold,0,0,DNS,gaierror,local_fault,,0.0,0.0,0.0,0.0,0.0,9.395983074322464,0.0,1,0,0.0,0.0,DNS_PROBLEM,weak_rule
2026-09-05T22:14:11,localhost,http://localhost:3000/normal,22,0.683,0.524,0.0,0.639,0.025,1.918,207,200.0,cold,0,1,,,local_fault,,0.3561001042752868,0.2732012513034411,0.0,0.3331595411887383,0.013034410844629824,1.070898450100594,5.337538079701318,1,0,0.524,0.0,NORMAL,weak_rule
2026-09-05T22:14:11,localhost,http://localhost:3000/slow-server,22,0.775,21.267,0.0,0.0,0.0,2033.334,0,,cold,0,0,HTTP,TimeoutError,local_fault,,0.00038114741601724065,0.010459176898630525,0.0,0.0,0.0,7.6179237715840165,0.0,1,0,21.267,0.0,HTTP_PROBLEM,weak_rule
2026-09-05T22:14:13,localhost,http://localhost:3000/error-500,22,0.658,0.43,0.0,0.616,0.018,1.764,240,500.0,cold,0,0,HTTP,status_500,local_fault,,0.373015873015873,0.2437641723356009,0.0,0.3492063492063492,0.01020408163265306,1.0166789059054235,5.484796933490655,1,0,0.43,0.0,HTTP_PROBLEM,weak_rule
2026-09-05T22:14:13,localhost,http://localhost:3000/drop-connection,22,0.847,19.228,0.0,0.558,0.0,20.801,0,,cold,0,0,HTTP,ConnectionError,local_fault,,0.040719196192490745,0.9243786356425173,0.0,0.026825633383010437,0.0,3.0819558403026086,0.0,1,0,19.228,0.0,HTTP_PROBLEM,weak_rule
2026-09-05T22:14:13,127.0.0.1,http://127.0.0.1:59999/,22,0.088,0.0,0.0,0.0,0.0,2010.728,0,,cold,0,0,CONNECT,TimeoutError,local_fault,,4.376524323528592e-05,0.0,0.0,0.0,0.0,7.606749333213992,0.0,1,0,0.0,0.0,CONNECT_PROBLEM,weak_rule
2026-09-05T22:14:15,invalid-dns-local-test.invalid,http://invalid-dns-local-test.invalid:3000/,22,0.0,0.0,0.0,0.0,0.0,12028.481,0,,cold,0,0,DNS,gaierror,local_fault,,0.0,0.0,0.0,0.0,0.0,9.395115665893437,0.0,1,0,0.0,0.0,DNS_PROBLEM,weak_rule
2026-09-05T22:14:27,localhost,http://localhost:3000/normal,22,0.62,10.915,0.0,0.599,0.025,12.221,207,200.0,cold,0,1,,,local_fault,,0.050732345961868916,0.8931347680222567,0.0,0.04901399230832174,0.0020456591113656823,2.58180647452796,5.337538079701318,1,0,10.915,0.0,NORMAL,weak_rule
2026-09-05T22:14:27,localhost,http://localhost:3000/slow-server,22,0.732,23.959,0.0,0.0,0.0,2036.939,0,,cold,0,0,HTTP,TimeoutError,local_fault,,0.0003593627496945171,0.011762256994441169,0.0,0.0,0.0,7.619694282029519,0.0,1,0,23.959,0.0,HTTP_PROBLEM,weak_rule
2026-09-05T22:14:30,localhost,http://localhost:3000/error-500,22,0.73,0.458,0.0,0.78,0.021,2.029,240,500.0,cold,0,0,HTTP,status_500,local_fault,,0.35978314440611137,0.22572695909314935,0.0,0.3844258255298177,0.01034992607195663,1.1082325320451003,5.484796933490655,1,0,0.458,0.0,HTTP_PROBLEM,weak_rule
2026-09-05T22:14:30,localhost,http://localhost:3000/drop-connection,22,0.578,21.09,0.0,0.534,0.0,22.419,0,,cold,0,0,HTTP,ConnectionError,local_fault,,0.025781703019760023,0.9407199250635622,0.0,0.023819082028636425,0.0,3.153547658709713,0.0,1,0,21.09,0.0,HTTP_PROBLEM,weak_rule
2026-09-05T22:14:30,127.0.0.1,http://127.0.0.1:59999/,22,0.064,0.0,0.0,0.0,0.0,2005.154,0,,cold,0,0,CONNECT,TimeoutError,local_fault,,3.191774796349807e-05,0.0,0.0,0.0,0.0,7.603974735266166,0.0,1,0,0.0,0.0,CONNECT_PROBLEM,weak_rule
2026-09-05T22:14:32,invalid-dns-local-test.invalid,http://invalid-dns-local-test.invalid:3000/,22,0.0,0.0,0.0,0.0,0.0,12022.527,0,,cold,0,0,DNS,gaierror,local_fault,,0.0,0.0,0.0,0.0,0.0,9.394620592668366,0.0,1,0,0.0,0.0,DNS_PROBLEM,weak_rule
2026-09-05T22:14:44,localhost,http://localhost:3000/normal,22,0.556,0.443,0.0,0.58,0.025,1.653,207,200.0,cold,0,1,,,local_fault,,0.33635813672111314,0.26799758015728975,0.0,0.3508771929824561,0.015124016938898973,0.9756910751556026,5.337538079701318,1,0,0.443,0.0,NORMAL,weak_rule
2026-09-05T22:14:44,localhost,http://localhost:3000/slow-server,22,0.568,23.22,0.0,0.0,0.0,2024.896,0,,cold,0,0,HTTP,TimeoutError,local_fault,,0.0002805082335092765,0.01146725560226303,0.0,0.0,0.0,7.61376735081584,0.0,1,0,23.22,0.0,HTTP_PROBLEM,weak_rule
2026-09-05T22:14:46,localhost,http://localhost:3000/error-500,22,0.616,10.062,0.0,0.624,0.019,11.381,240,500.0,cold,0,0,HTTP,status_500,local_fault,,0.054125296546876374,0.8841050874264124,0.0,0.054828222476056586,0.0016694490818030048,2.5161630394385543,5.484796933490655,1,0,10.062,0.0,HTTP_PROBLEM,weak_rule
2026-09-05T22:14:46,localhost,http://localhost:3000/drop-connection,22,0.608,0.437,0.0,0.386,0.0,1.578,0,,cold,0,0,HTTP,ConnectionError,local_fault,,0.385297845373891,0.2769328263624841,0.0,0.24461343472750316,0.0,0.9470139045169956,0.0,1,0,0.437,0.0,HTTP_PROBLEM,weak_rule
2026-09-05T22:14:46,127.0.0.1,http://127.0.0.1:59999/,22,0.07,0.0,0.0,0.0,0.0,2012.319,0,,cold,0,0,CONNECT,TimeoutError,local_fault,,3.4785737251400005e-05,0.0,0.0,0.0,0.0,7.607539883030111,0.0,1,0,0.0,0.0,CONNECT_PROBLEM,weak_rule
2026-09-05T22:14:48,invalid-dns-local-test.invalid,http://invalid-dns-local-test.invalid:3000/,22,0.0,0.0,0.0,0.0,0.0,12032.136,0,,cold,0,0,DNS,gaierror,local_fault,,0.0,0.0,0.0,0.0,0.0,9.395419456626433,0.0,1,0,0.0,0.0,DNS_PROBLEM,weak_rule
2026-09-05T22:15:00,localhost,http://localhost:3000/normal,22,0.623,11.628,0.0,0.805,0.05,13.197,207,200.0,cold,0,1,,,local_fault,,0.04720769871940593,0.8811093430325074,0.0,0.060998711828445865,0.0037887398651208614,2.6530306746814367,5.337538079701318,1,0,11.628,0.0,NORMAL,weak_rule
2026-09-05T22:15:00,localhost,http://localhost:3000/slow-server,22,0.614,0.457,0.0,0.0,0.0,2004.004,0,,cold,0,0,HTTP,TimeoutError,local_fault,,0.0003063866139987745,0.00022804345699908784,0.0,0.0,0.0,7.603401334751148,0.0,1,0,0.457,0.0,HTTP_PROBLEM,weak_rule
2026-09-05T22:15:02,localhost,http://localhost:3000/error-500,22,0.548,12.187,0.0,0.933,0.035,13.793,240,500.0,cold,0,0,HTTP,status_500,local_fault,,0.03973029797723483,0.8835641267309505,0.0,0.06764300732255493,0.002537519031392736,2.6941540959100987,5.484796933490655,1,0,12.187,0.0,HTTP_PROBLEM,weak_rule
2026-09-05T22:15:02,localhost,http://localhost:3000/drop-connection,22,0.619,10.63,0.0,0.472,0.0,11.993,0,,cold,0,0,HTTP,ConnectionError,local_fault,,0.05161344117401818,0.8863503710497791,0.0,0.039356291169849074,0.0,2.5644107509005996,0.0,1,0,10.63,0.0,HTTP_PROBLEM,weak_rule
2026-09-05T22:15:02,127.0.0.1,http://127.0.0.1:59999/,22,0.071,0.0,0.0,0.0,0.0,2015.543,0,,cold,0,0,CONNECT,TimeoutError,local_fault,,3.522623928142441e-05,0.0,0.0,0.0,0.0,7.609139938162438,0.0,1,0,0.0,0.0,CONNECT_PROBLEM,weak_rule
2026-09-05T22:15:05,invalid-dns-local-test.invalid,http://invalid-dns-local-test.invalid:3000/,22,0.0,0.0,0.0,0.0,0.0,12057.064,0,,cold,0,0,DNS,gaierror,local_fault,,0.0,0.0,0.0,0.0,0.0,9.397488926714814,0.0,1,0,0.0,0.0,DNS_PROBLEM,weak_rule
2026-09-05T22:15:17,localhost,http://localhost:3000/normal,22,0.602,12.165,0.0,0.894,0.031,13.773,207,200.0,cold,0,1,,,local_fault,,0.04370870543817614,0.8832498366368983,0.0,0.06490960575038118,0.00225078051259711,2.692801190339471,5.337538079701318,1,0,12.165,0.0,NORMAL,weak_rule
2026-09-05T22:15:17,localhost,http://localhost:3000/slow-server,22,0.646,11.181,0.0,0.0,0.0,2018.504,0,,cold,0,0,HTTP,TimeoutError,local_fault,,0.00032003899917959044,0.005539250851125388,0.0,0.0,0.0,7.610607215689795,0.0,1,0,11.181,0.0,HTTP_PROBLEM,weak_rule
2026-09-05T22:15:19,localhost,http://localhost:3000/error-500,22,0.598,11.38,0.0,0.88,0.026,12.962,240,500.0,cold,0,0,HTTP,status_500,local_fault,,0.0461348557321401,0.8779509334979171,0.0,0.06789075759913593,0.0020058632927017436,2.63633935354821,5.484796933490655,1,0,11.38,0.0,HTTP_PROBLEM,weak_rule
2026-09-05T22:15:19,localhost,http://localhost:3000/drop-connection,22,0.55,11.317,0.0,0.626,0.0,12.701,0,,cold,0,0,HTTP,ConnectionError,local_fault,,0.04330367687583655,0.891032202188804,0.0,0.049287457680497596,0.0,2.6174688228709715,0.0,1,0,11.317,0.0,HTTP_PROBLEM,weak_rule
2026-09-05T22:15:19,127.0.0.1,http://127.0.0.1:59999/,22,0.068,0.0,0.0,0.0,0.0,2002.49,0,,cold,0,0,CONNECT,TimeoutError,local_fault,,3.395772263531903e-05,0.0,0.0,0.0,0.0,7.6026459387984575,0.0,1,0,0.0,0.0,CONNECT_PROBLEM,weak_rule
2026-09-05T22:15:21,invalid-dns-local-test.invalid,http://invalid-dns-local-test.invalid:3000/,22,0.0,0.0,0.0,0.0,0.0,12048.542,0,,cold,0,0,DNS,gaierror,local_fault,,0.0,0.0,0.0,0.0,0.0,9.396781929897712,0.0,1,0,0.0,0.0,DNS_PROBLEM,weak_rule
2026-09-05T22:15:33,localhost,http://localhost:3000/normal,22,0.582,12.328,0.0,0.655,0.021,13.674,207,200.0,cold,0,1,,,local_fault,,0.0425625274243089,0.9015650138949832,0.0,0.04790112622495247,0.00153576129881527,2.6860772202918026,5.337538079701318,1,0,12.328,0.0,NORMAL,weak_rule
2026-09-05T22:15:33,localhost,http://localhost:3000/slow-server,22,0.537,11.413,0.0,0.0,0.0,2022.31,0,,cold,0,0,HTTP,TimeoutError,local_fault,,0.0002655379244527298,0.005643546241674125,0.0,0.0,0.0,7.612490063193733,0.0,1,0,11.413,0.0,HTTP_PROBLEM,weak_rule
2026-09-05T22:15:35,localhost,http://localhost:3000/error-500,22,0.714,0.543,0.0,0.693,0.028,2.041,240,500.0,cold,0,0,HTTP,status_500,local_fault,,0.349828515433611,0.2660460558549731,0.0,0.3395394414502695,0.013718765311122,1.1121864086952276,5.484796933490655,1,0,0.543,0.0,HTTP_PROBLEM,weak_rule
2026-09-05T22:15:35,localhost,http://localhost:3000/drop-connection,22,0.628,22.508,0.0,0.573,0.0,23.921,0,,cold,0,0,HTTP,ConnectionError,local_fault,,0.026253083065089253,0.9409305631035492,0.0,0.02395384808327411,0.0,3.215710821525044,0.0,1,0,22.508,0.0,HTTP_PROBLEM,weak_rule
2026-09-05T22:15:35,127.0.0.1,http://127.0.0.1:59999/,22,0.07,0.0,0.0,0.0,0.0,2015.758,0,,cold,0,0,CONNECT,TimeoutError,local_fault,,3.4726390767145664e-05,0.0,0.0,0.0,0.0,7.609246550587448,0.0,1,0,0.0,0.0,CONNECT_PROBLEM,weak_rule
2026-09-05T22:15:37,invalid-dns-local-test.invalid,http://invalid-dns-local-test.invalid:3000/,22,0.0,0.0,0.0,0.0,0.0,12044.77,0,,cold,0,0,DNS,gaierror,local_fault,,0.0,0.0,0.0,0.0,0.0,9.39646883994637,0.0,1,0,0.0,0.0,DNS_PROBLEM,weak_rule
2026-09-05T22:15:49,localhost,http://localhost:3000/normal,22,0.61,0.395,0.0,0.7,0.019,1.772,207,200.0,cold,0,1,,,local_fault,,0.3442437923250564,0.22291196388261852,0.0,0.3950338600451467,0.01072234762979684,1.0195690813276568,5.337538079701318,1,0,0.395,0.0,NORMAL,weak_rule
2026-09-05T22:15:50,localhost,http://localhost:3000/slow-server,22,0.614,23.468,0.0,0.0,0.0,2025.718,0,,cold,0,0,HTTP,TimeoutError,local_fault,,0.00030310240615919886,0.011585028123361691,0.0,0.0,0.0,7.614173014918699,0.0,1,0,23.468,0.0,HTTP_PROBLEM,weak_rule
2026-09-05T22:15:52,localhost,http://localhost:3000/error-500,22,0.88,0.446,0.0,0.536,0.021,1.936,240,500.0,cold,0,0,HTTP,status_500,local_fault,,0.4545454545454546,0.2303719008264463,0.0,0.2768595041322314,0.01084710743801653,1.0770481107522691,5.484796933490655,1,0,0.446,0.0,HTTP_PROBLEM,weak_rule
2026-09-05T22:15:52,localhost,http://localhost:3000/drop-connection,22,0.794,22.414,0.0,0.48,0.0,23.907,0,,cold,0,0,HTTP,ConnectionError,local_fault,,0.03321202994938721,0.9375496716442884,0.0,0.02007780148073786,0.0,3.2151488884605666,0.0,1,0,22.414,0.0,HTTP_PROBLEM,weak_rule
2026-09-05T22:15:52,127.0.0.1,http://127.0.0.1:59999/,22,0.068,0.0,0.0,0.0,0.0,2013.12,0,,cold,0,0,CONNECT,TimeoutError,local_fault,,3.3778413606739794e-05,0.0,0.0,0.0,0.0,7.607937654423079,0.0,1,0,0.0,0.0,CONNECT_PROBLEM,weak_rule
2026-09-05T22:15:54,invalid-dns-local-test.invalid,http://invalid-dns-local-test.invalid:3000/,22,0.0,0.0,0.0,0.0,0.0,12027.576,0,,cold,0,0,DNS,gaierror,local_fault,,0.0,0.0,0.0,0.0,0.0,9.395040431222538,0.0,1,0,0.0,0.0,DNS_PROBLEM,weak_rule
2026-09-05T22:16:06,localhost,http://localhost:3000/normal,22,0.608,12.298,0.0,0.779,0.046,13.822,207,200.0,cold,0,1,,,local_fault,,0.043987845463753436,0.8897409926204602,0.0,0.056359427000434094,0.003328027781797135,2.696112563529167,5.337538079701318,1,0,12.298,0.0,NORMAL,weak_rule
2026-09-05T22:16:06,localhost,http://localhost:3000/slow-server,22,0.578,11.415,0.0,0.0,0.0,2018.596,0,,cold,0,0,HTTP,TimeoutError,local_fault,,0.00028633763269123686,0.0056549205487378355,0.0,0.0,0.0,7.6106527703925835,0.0,1,0,11.415,0.0,HTTP_PROBLEM,weak_rule
2026-09-05T22:16:08,localhost,http://localhost:3000/error-500,22,0.829,12.317,0.0,0.85,0.032,14.109,240,500.0,cold,0,0,HTTP,status_500,local_fault,,0.05875682188673896,0.8729888723509817,0.0,0.06024523353887589,0.002268055850875328,2.715290592757704,5.484796933490655,1,0,12.317,0.0,HTTP_PROBLEM,weak_rule
2026-09-05T22:16:08,localhost,http://localhost:3000/drop-connection,22,0.771,11.916,0.0,0.599,0.0,13.555,0,,cold,0,0,HTTP,ConnectionError,local_fault,,0.056879380302471416,0.8790852084101808,0.0,0.04419033566949465,0.0,2.6779345771975867,0.0,1,0,11.916,0.0,HTTP_PROBLEM,weak_rule
2026-09-05T22:16:08,127.0.0.1,http://127.0.0.1:59999/,22,0.068,0.0,0.0,0.0,0.0,2013.261,0,,cold,0,0,CONNECT,TimeoutError,local_fault,,3.377604791430421e-05,0.0,0.0,0.0,0.0,7.608007657732129,0.0,1,0,0.0,0.0,CONNECT_PROBLEM,weak_rule
2026-09-05T22:16:10,invalid-dns-local-test.invalid,http://invalid-dns-local-test.invalid:3000/,22,0.0,0.0,0.0,0.0,0.0,12046.273,0,,cold,0,0,DNS,gaierror,local_fault,,0.0,0.0,0.0,0.0,0.0,9.396593606253553,0.0,1,0,0.0,0.0,DNS_PROBLEM,weak_rule
2026-09-05T22:16:22,localhost,http://localhost:3000/normal,22,0.612,0.474,0.0,0.634,0.022,1.791,207,200.0,cold,0,1,,,local_fault,,0.3417085427135678,0.2646566164154104,0.0,0.3539921831379118,0.012283640424343942,1.026399954554185,5.337538079701318,1,0,0.474,0.0,NORMAL,weak_rule
2026-09-05T22:16:22,localhost,http://localhost:3000/slow-server,22,0.74,23.181,0.0,0.0,0.0,2036.974,0,,cold,0,0,HTTP,TimeoutError,local_fault,,0.0003632839692602851,0.011380115799219824,0.0,0.0,0.0,7.6197114560957955,0.0,1,0,23.181,0.0,HTTP_PROBLEM,weak_rule
2026-09-05T22:16:24,localhost,http://localhost:3000/error-500,22,0.767,12.126,0.0,0.856,0.027,13.855,240,500.0,cold,0,0,HTTP,status_500,local_fault,,0.055359076145795744,0.8752075063154096,0.0,0.06178274990977986,0.0019487549621075423,2.6983365089145708,5.484796933490655,1,0,12.126,0.0,HTTP_PROBLEM,weak_rule
2026-09-05T22:16:24,localhost,http://localhost:3000/drop-connection,22,0.58,11.877,0.0,0.615,0.0,13.314,0,,cold,0,0,HTTP,ConnectionError,local_fault,,0.043563166591557755,0.8920684993240199,0.0,0.04619197836863452,0.0,2.661238079316406,0.0,1,0,11.877,0.0,HTTP_PROBLEM,weak_rule
2026-09-05T22:16:25,127.0.0.1,http://127.0.0.1:59999/,22,0.071,0.0,0.0,0.0,0.0,2010.987,0,,cold,0,0,CONNECT,TimeoutError,local_fault,,3.530604623500798e-05,0.0,0.0,0.0,0.0,7.606878069966152,0.0,1,0,0.0,0.0,CONNECT_PROBLEM,weak_rule
2026-09-05T22:16:27,invalid-dns-local-test.invalid,http://invalid-dns-local-test.invalid:3000/,22,0.0,0.0,0.0,0.0,0.0,12043.764,0,,cold,0,0,DNS,gaierror,local_fault,,0.0,0.0,0.0,0.0,0.0,9.396385321664827,0.0,1,0,0.0,0.0,DNS_PROBLEM,weak_rule
2026-09-05T22:16:39,localhost,http://localhost:3000/normal,22,0.842,10.66,0.0,0.702,0.038,12.315,207,200.0,cold,0,1,,,local_fault,,0.068371904181892,0.8656110434429558,0.0,0.057003654080389765,0.0030856678846934633,2.5888912192658955,5.337538079701318,1,0,10.66,0.0,NORMAL,weak_rule
2026-09-05T22:16:39,localhost,http://localhost:3000/slow-server,22,0.59,25.262,0.0,0.0,0.0,2027.522,0,,cold,0,0,HTTP,TimeoutError,local_fault,,0.00029099560941878806,0.012459544212097329,0.0,0.0,0.0,7.615062728039995,0.0,1,0,25.262,0.0,HTTP_PROBLEM,weak_rule
2026-09-05T22:16:41,localhost,http://localhost:3000/error-500,22,0.878,14.811,0.0,0.906,0.042,16.76,240,500.0,cold,0,0,HTTP,status_500,local_fault,,0.05238663484486873,0.8837112171837708,0.0,0.054057279236276845,0.002505966587112172,2.876948737564024,5.484796933490655,1,0,14.811,0.0,HTTP_PROBLEM,weak_rule
2026-09-05T22:16:41,localhost,http://localhost:3000/drop-connection,22,0.526,0.648,0.0,0.593,0.0,1.992,0,,cold,0,0,HTTP,ConnectionError,local_fault,,0.2640562248995984,0.3253012048192771,0.0,0.2976907630522088,0.0,1.0959420601122307,0.0,1,0,0.648,0.0,HTTP_PROBLEM,weak_rule
2026-09-05T22:16:41,127.0.0.1,http://127.0.0.1:59999/,22,0.087,0.0,0.0,0.0,0.0,2010.029,0,,cold,0,0,CONNECT,TimeoutError,local_fault,,4.328295760906932e-05,0.0,0.0,0.0,0.0,7.6064018103549005,0.0,1,0,0.0,0.0,CONNECT_PROBLEM,weak_rule
2026-09-05T22:16:43,invalid-dns-local-test.invalid,http://invalid-dns-local-test.invalid:3000/,22,0.0,0.0,0.0,0.0,0.0,12014.062,0,,cold,0,0,DNS,gaierror,local_fault,,0.0,0.0,0.0,0.0,0.0,9.393916308373651,0.0,1,0,0.0,0.0,DNS_PROBLEM,weak_rule
2026-09-05T22:16:55,localhost,http://localhost:3000/normal,22,0.623,25.099,0.0,0.709,0.041,26.556,207,200.0,cold,0,1,,,local_fault,,0.023459858412411508,0.9451348094592559,0.0,0.02669829793643621,0.0015439072149420092,3.3162202977309496,5.337538079701318,1,0,25.099,0.0,NORMAL,weak_rule
2026-09-05T22:16:55,localhost,http://localhost:3000/slow-server,22,0.831,10.658,0.0,0.0,0.0,2020.798,0,,cold,0,0,HTTP,TimeoutError,local_fault,,0.0004112236849007174,0.005274154071807276,0.0,0.0,0.0,7.611742493501939,0.0,1,0,10.658,0.0,HTTP_PROBLEM,weak_rule
2026-09-05T22:16:57,localhost,http://localhost:3000/error-500,22,0.748,11.644,0.0,0.767,0.041,13.282,240,500.0,cold,0,0,HTTP,status_500,local_fault,,0.056316819756060836,0.8766751995181449,0.0,0.05774732720975757,0.0030868845053455807,2.659000003126918,5.484796933490655,1,0,11.644,0.0,HTTP_PROBLEM,weak_rule
2026-09-05T22:16:57,localhost,http://localhost:3000/drop-connection,22,0.665,24.213,0.0,0.755,0.0,25.915,0,,cold,0,0,HTTP,ConnectionError,local_fault,,0.025660814200270117,0.9343237507235193,0.0,0.029133706347675092,0.0,3.2926837520129206,0.0,1,0,24.213,0.0,HTTP_PROBLEM,weak_rule
2026-09-05T22:16:57,127.0.0.1,http://127.0.0.1:59999/,22,0.08,0.0,0.0,0.0,0.0,2008.212,0,,cold,0,0,CONNECT,TimeoutError,local_fault,,3.9836431611801945e-05,0.0,0.0,0.0,0.0,7.605497884384433,0.0,1,0,0.0,0.0,CONNECT_PROBLEM,weak_rule
2026-09-05T22:16:59,invalid-dns-local-test.invalid,http://invalid-dns-local-test.invalid:3000/,22,0.0,0.0,0.0,0.0,0.0,12031.294,0,,cold,0,0,DNS,gaierror,local_fault,,0.0,0.0,0.0,0.0,0.0,9.39534948073152,0.0,1,0,0.0,0.0,DNS_PROBLEM,weak_rule
2026-09-05T22:19:47,google.com,https://google.com/,22,10.931,51.348,70.583,126.218,1.328,274.903,847,301.0,cold,0,1,,,real,,0.03976311644470958,0.186785884475615,0.25675601939593234,0.4591364954183839,0.004830794862187754,5.620049354669018,6.742880635791903,1,0,121.931,1.3483418659738673,NORMAL,weak_rule
2026-09-05T22:19:49,cloudflare.com,https://cloudflare.com/,22,23.577,49.791,53.063,145.125,0.096,282.577,1154,301.0,cold,0,1,,,real,,0.08343566532308008,0.1762033003393765,0.18778244513884712,0.5135768303860541,0.0003397304097644182,5.6474836912281345,7.051855622955894,1,0,102.854,1.0447323344687052,NORMAL,weak_rule
2026-09-05T22:19:50,expired.badssl.com,https://expired.badssl.com/,22,99.829,221.03,0.0,0.0,0.0,556.913,0,,cold,0,0,TLS,SSLCertVerificationError,real,,0.17925421026264424,0.39688425301618024,0.0,0.0,0.0,6.324203036246969,0.0,1,0,221.03,0.0,TLS_PROBLEM,weak_rule
2026-09-05T22:19:51,wrong.host.badssl.com,https://wrong.host.badssl.com/,22,72.069,235.232,0.0,0.0,0.0,549.483,0,,cold,0,0,TLS,SSLCertVerificationError,real,,0.1311578338183347,0.42809695659374364,0.0,0.0,0.0,6.310796074668649,0.0,1,0,235.232,0.0,TLS_PROBLEM,weak_rule
2026-09-05T22:19:53,github.com,https://github.com/duong-dan-loi-404-test,22,20.473,92.115,77.108,482.918,294.882,997.643,271674,404.0,cold,0,0,HTTP,status_404,real,,0.020521368866418147,0.0923326280042059,0.07729017293761396,0.4840589268906813,0.2955786789462764,6.90639735742384,12.512361777931053,1,0,169.223,0.8280942920045107,HTTP_PROBLEM,weak_rule
2026-09-05T22:19:55,httpbin.org,https://httpbin.org/status/500,22,31.078,283.314,567.456,406.878,0.089,1310.445,246,500.0,cold,0,0,HTTP,status_500,real,,0.023715608056805133,0.2161967881139613,0.4330254226617676,0.3104884218719595,6.791586064275876e-05,7.178884861713873,5.5093883366279774,1,0,850.77,1.9958777970835062,HTTP_PROBLEM,weak_rule
2026-09-05T22:19:57,domain-khong-ton-tai-123456789.com,http://domain-khong-ton-tai-123456789.com/,22,0.0,0.0,0.0,0.0,0.0,12026.227,0,,cold,0,0,DNS,gaierror,real,,0.0,0.0,0.0,0.0,0.0,9.39492827533222,0.0,1,0,0.0,0.0,DNS_PROBLEM,weak_rule
2026-09-05T22:20:10,google.com,https://google.com/,22,16.319,46.546,66.224,115.414,0.074,262.944,847,301.0,cold,0,1,,,real,,0.06206264451746379,0.177018680783741,0.2518559084824145,0.43892996227333575,0.0002814287452841669,5.575736959433309,6.742880635791903,1,0,112.77000000000001,1.3928406175072563,NORMAL,weak_rule
2026-09-05T22:20:12,cloudflare.com,https://cloudflare.com/,22,0.905,47.334,51.067,137.538,0.131,256.368,1158,301.0,cold,0,1,,,real,,0.003530081757473632,0.18463302752293578,0.19919412719216129,0.5364866129938214,0.0005109842101978406,5.550506967309319,7.055312843339752,1,0,98.40100000000001,1.056544047668308,NORMAL,weak_rule
2026-09-05T22:20:13,expired.badssl.com,https://expired.badssl.com/,22,0.865,232.191,0.0,0.0,0.0,476.443,0,,cold,0,0,TLS,SSLCertVerificationError,real,,0.0018155372206119095,0.48734266218624267,0.0,0.0,0.0,6.168444781067665,0.0,1,0,232.191,0.0,TLS_PROBLEM,weak_rule
2026-09-05T22:20:14,wrong.host.badssl.com,https://wrong.host.badssl.com/,22,1.065,218.44,0.0,0.0,0.0,459.5,0,,cold,0,0,TLS,SSLCertVerificationError,real,,0.0023177366702937974,0.47538628944504896,0.0,0.0,0.0,6.132312855695361,0.0,1,0,218.44,0.0,TLS_PROBLEM,weak_rule
2026-09-05T22:20:16,github.com,https://github.com/duong-dan-loi-404-test,22,24.632,70.042,76.44,145.188,286.069,618.505,271685,404.0,cold,0,0,HTTP,status_404,real,,0.039825062044769245,0.1132440319803397,0.12358832992457619,0.2347402203700859,0.46251687536883296,6.428920772061646,12.512402266666907,1,0,146.482,1.075983221193097,HTTP_PROBLEM,weak_rule
2026-09-05T22:20:17,httpbin.org,https://httpbin.org/status/500,22,1.024,274.629,557.044,298.331,0.073,1158.984,246,500.0,cold,0,0,HTTP,status_500,real,,0.0008835324732696915,0.23695667929842001,0.480631311562541,0.257407349885762,6.29862017077026e-05,7.056161490901836,5.5093883366279774,1,0,831.673,2.0209919856038367,HTTP_PROBLEM,weak_rule
2026-09-05T22:20:20,domain-khong-ton-tai-123456789.com,http://domain-khong-ton-tai-123456789.com/,22,0.0,0.0,0.0,0.0,0.0,12039.487,0,,cold,0,0,DNS,gaierror,real,,0.0,0.0,0.0,0.0,0.0,9.396030166549776,0.0,1,0,0.0,0.0,DNS_PROBLEM,weak_rule
2026-09-05T22:20:33,google.com,https://google.com/,22,0.741,52.589,70.815,127.743,0.086,268.372,847,301.0,cold,0,1,,,real,,0.002761092811470645,0.19595561384943286,0.2638688089666582,0.47599227937340705,0.00032045071766056065,5.596093323905046,6.742880635791903,1,0,123.404,1.3214465655265073,NORMAL,weak_rule
2026-09-05T22:20:34,cloudflare.com,https://cloudflare.com/,22,0.828,38.57,46.443,123.475,0.128,226.756,1156,301.0,cold,0,1,,,real,,0.0036515020550724124,0.17009472737215334,0.20481486708179716,0.5445280389493552,0.0005644834094797932,5.428274880469233,7.053585727193677,1,0,85.013,1.1736921910538285,NORMAL,weak_rule
